product_id,product_category_name,month_year,qty,total_price,freight_price,unit_price,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_score,customers,weekday,weekend,holiday,month,year,s,volume,comp_1,ps1,fp1,comp_2,ps2,fp2,comp_3,ps3,fp3,lag_price,average_price,price_gap,price_ratio,average_score,score_gap,average_freight,freight_gap
bed1,bed_bath_table,2018-03-01,17,679.83,16.46235294,39.99,39,161,2,350,4.0,43,22,9,1,3,2018,15.88785047,3800,86.9,3.9,19.98235294,39.99,4.0,16.46235294,39.99,4.0,16.46235294,39.99,55.62666666666667,-15.63666666666667,0.7188998082454457,3.966666666666667,0.033333333333333215,17.635686273333334,-1.1733333333333356
bed1,bed_bath_table,2018-04-01,13,519.87,14.23615385,39.99,39,161,2,350,4.0,34,21,9,1,4,2018,12.14953271,3800,85.045,3.9,12.94,39.99,4.0,14.23615385,39.99,4.0,14.23615385,39.99,55.00833333333333,-15.01833333333333,0.7269807604908347,3.966666666666667,0.033333333333333215,13.804102566666666,0.432051283333335
bed1,bed_bath_table,2018-05-01,19,759.81,10.25631579,39.99,39,161,2,350,4.0,57,23,8,3,5,2018,10.26739356,3800,83.64961538,3.9,16.78038462,39.99,4.0,10.25631579,39.99,4.0,10.25631579,39.99,54.54320512666667,-14.553205126666668,0.733180235872287,3.966666666666667,0.033333333333333215,12.431005400000002,-2.1746896100000015
bed1,bed_bath_table,2018-06-01,5,199.95,13.998,39.99,39,161,2,350,4.0,43,21,9,0,6,2018,6.503115265,3800,79.9,3.9,23.00565217,39.99,4.0,13.998,39.99,4.0,13.998,39.99,53.293333333333344,-13.303333333333342,0.7503752814610957,3.966666666666667,0.033333333333333215,17.000550723333333,-3.002550723333334
bed1,bed_bath_table,2018-07-01,8,319.92,20.4175,39.99,39,161,2,350,4.0,26,22,9,1,7,2018,12.07165109,3800,77.93333333,3.9,19.952,39.99,4.0,20.4175,39.99,4.0,20.4175,39.99,52.63777777666667,-12.647777776666665,0.7597205218212463,3.966666666666667,0.033333333333333215,20.262333333333334,0.15516666666666623
bed1,bed_bath_table,2018-08-01,8,313.92,16.33375,39.24,39,161,2,350,4.0,15,23,8,1,8,2018,9.293873313,3800,74.0,3.9,17.25571429,39.24,4.0,16.33375,39.24,4.0,16.33375,39.99,50.826666666666675,-11.586666666666673,0.7720356768100733,3.966666666666667,0.033333333333333215,16.641071429999997,-0.30732142999999823
garden5,garden_tools,2017-03-01,6,419.4,32.68,69.9,36,450,1,9000,4.1,21,23,8,1,3,2017,9.107142857,19656,69.9,4.1,32.68,69.9,4.1,32.68,69.9,4.1,32.68,69.85,69.9,0.0,1.0,4.1,0.0,32.68,0.0
garden5,garden_tools,2017-04-01,3,247.9,34.21666667,82.63333333,36,450,1,9000,4.1,17,20,10,2,4,2017,7.678571429,19656,82.63333333,4.1,34.21666667,82.63333333,4.1,34.21666667,82.63333333,4.1,34.21666667,69.9,82.63333333,0.0,1.0,4.1,0.0,34.21666667,0.0
garden5,garden_tools,2017-05-01,20,1956.0,39.8975,97.58823529,36,450,1,9000,4.1,34,23,8,1,5,2017,19.04761905,19656,59.9,4.1,19.7325,59.9,4.2,26.24666667,97.58823529,4.1,39.8975,82.63333333,72.46274509666667,25.125490193333334,1.3467366597803527,4.133333333333334,-0.0333333333333341,28.625555556666665,11.271944443333336
garden5,garden_tools,2017-06-01,8,712.0,40.80125,89.0,36,450,1,9000,4.1,26,22,8,1,6,2017,7.619047619,19656,59.9,4.1,17.67,59.9,4.2,16.26,89.0,4.1,40.80125,97.58823529,69.60000000000001,19.39999999999999,1.2787356321839078,4.133333333333334,-0.0333333333333341,24.910416666666674,15.89083333333333
garden5,garden_tools,2017-07-01,10,890.0,39.156,89.0,36,450,1,9000,4.1,74,21,10,1,7,2017,9.523809524,19656,59.9,4.1,16.62642857,59.9,4.2,16.11157895,59.9,4.1,15.39230769,89.0,59.9,29.1,1.4858096828046745,4.133333333333334,-0.0333333333333341,16.043438403333333,23.112561596666666
garden5,garden_tools,2017-08-01,7,683.0,39.5,97.33333333,36,450,1,9000,4.1,113,23,8,1,8,2017,6.666666667,19656,59.9,4.1,18.16230769,59.9,4.2,17.68111111,59.9,4.1,18.05043478,89.0,59.9,37.43333333,1.6249304395659434,4.133333333333334,-0.0333333333333341,17.96461786,21.53538214
garden5,garden_tools,2017-09-01,9,891.0,39.01888889,99.0,36,450,1,9000,4.1,115,21,9,1,9,2017,8.571428571,19656,59.9,4.1,17.18702703,59.9,4.2,16.81176471,59.9,4.1,16.29461538,97.33333333,59.9,39.1,1.652754590984975,4.133333333333334,-0.0333333333333341,16.764469039999998,22.25441985
garden5,garden_tools,2017-10-01,14,1386.0,45.77642857,99.0,36,450,1,9000,4.1,146,22,9,2,10,2017,13.33333333,19656,59.9,4.1,18.06589744,59.9,4.2,17.59548387,59.9,4.1,16.81416667,99.0,59.9,39.1,1.652754590984975,4.133333333333334,-0.0333333333333341,17.491849326666664,28.284579243333337
garden5,garden_tools,2017-11-01,17,1683.0,32.86352941,99.0,36,450,1,9000,4.1,339,22,8,4,11,2017,16.19047619,19656,52.40694444,4.1,17.06747253,53.64828125,4.2,16.07586207,53.78571429,4.1,18.27550725,99.0,53.28031332666666,45.71968667333334,1.858097181092416,4.133333333333334,-0.0333333333333341,17.13961395,15.723915459999997
garden5,garden_tools,2017-12-01,11,1089.0,38.05545455,99.0,36,450,1,9000,4.1,184,21,10,1,12,2017,10.47619048,19656,55.1,4.1,15.75960784,55.425,4.2,19.184375,55.75,4.1,17.26727273,99.0,55.425000000000004,43.574999999999996,1.7861975642760486,4.133333333333334,-0.0333333333333341,17.403751856666663,20.651702693333338
garden5,garden_tools,2018-01-01,4,398.0,41.54,99.5,36,450,1,9000,4.1,137,23,8,2,1,2018,50.0,19656,49.9,4.1,19.495,49.9,4.2,15.84103448,49.9,4.1,16.50512821,99.0,49.9,49.6,1.993987975951904,4.133333333333334,-0.0333333333333341,17.280387563333335,24.259612436666664
garden5,garden_tools,2018-02-01,2,202.0,43.555,101.0,36,450,1,9000,4.1,160,20,8,2,2,2018,25.0,19656,50.54516129,4.1,16.61153846,50.9,4.2,17.51944444,50.35714286,4.1,18.281875,99.5,50.60076805,50.39923195,1.9960171335778767,4.133333333333334,-0.0333333333333341,17.470952633333333,26.084047366666667
garden5,garden_tools,2018-03-01,1,101.0,67.02,101.0,36,450,1,9000,4.1,116,22,9,1,3,2018,9.107142857,19656,53.9,4.1,20.35967742,53.9,4.2,21.85285714,53.9,4.1,19.02423077,101.0,53.9,47.1,1.8738404452690167,4.133333333333334,-0.0333333333333341,20.41225511,46.60774488999999
garden5,garden_tools,2018-04-01,1,101.0,79.76,101.0,36,450,1,9000,4.1,111,21,9,1,4,2018,7.678571429,19656,53.9,4.1,5.28173913,53.9,4.2,19.46846154,53.9,4.1,19.07142857,101.0,53.9,47.1,1.8738404452690167,4.133333333333334,-0.0333333333333341,14.607209746666664,65.15279025333334
consoles1,consoles_games,2017-07-01,13,258.7,13.47307692,19.9,49,100,4,150,4.2,13,21,10,1,7,2017,7.59180791,2304,19.9,4.2,13.47307692,19.9,3.9,11.85,19.9,4.2,13.47307692,19.85,19.9,0.0,1.0,4.1000000000000005,0.09999999999999964,12.932051280000001,0.5410256399999991
consoles1,consoles_games,2017-08-01,24,477.6,16.16375,19.9,49,100,4,150,4.2,33,23,8,1,8,2017,20.33898305,2304,19.9,4.2,16.16375,19.9,3.9,15.83272727,19.9,4.2,16.16375,19.9,19.9,0.0,1.0,4.1000000000000005,0.09999999999999964,16.05340909,0.11034091000000146
consoles1,consoles_games,2017-09-01,9,179.1,16.13333333,19.9,49,100,4,150,4.2,17,21,9,1,9,2017,7.627118644,2304,19.9,4.2,16.13333333,19.9,3.9,15.41111111,19.9,4.2,16.13333333,19.9,19.9,0.0,1.0,4.1000000000000005,0.09999999999999964,15.89259259,0.24074073999999968
consoles1,consoles_games,2017-10-01,28,603.2,13.53428571,21.54285714,49,100,4,150,4.2,38,22,9,2,10,2017,23.72881356,2304,21.54285714,4.2,13.53428571,20.66666667,3.9,12.80333333,21.54285714,4.2,13.53428571,19.9,21.250793650000002,0.29206348999999676,1.013743650934185,4.1000000000000005,0.09999999999999964,13.290634916666667,0.24365079333333384
consoles1,consoles_games,2017-11-01,28,686.0,13.64535714,24.5,49,100,4,150,4.2,49,22,8,4,11,2017,23.72881356,2304,24.5,4.2,13.64535714,24.5,3.9,13.65217391,24.5,4.2,13.64535714,21.54285714,24.5,0.0,1.0,4.1000000000000005,0.09999999999999964,13.647629396666666,-0.0022722566666661947
consoles1,consoles_games,2017-12-01,16,392.0,12.87375,24.5,49,100,4,150,4.2,30,21,10,1,12,2017,13.55932203,2304,24.5,4.2,12.87375,24.5,3.9,13.52470588,24.5,4.2,12.87375,24.5,24.5,0.0,1.0,4.1000000000000005,0.09999999999999964,13.090735293333333,-0.21698529333333383
consoles1,consoles_games,2018-02-01,5,162.5,15.256,32.5,49,100,4,150,4.2,6,20,8,2,2,2018,20.83333333,2304,32.5,4.2,15.256,32.5,3.9,11.85,32.5,4.2,15.256,32.45,32.5,0.0,1.0,4.1000000000000005,0.09999999999999964,14.120666666666667,1.1353333333333335
consoles1,consoles_games,2018-03-01,6,195.0,18.05666667,32.5,49,100,4,150,4.2,13,22,9,1,3,2018,25.0,2304,32.5,4.2,18.05666667,32.74285714,3.9,14.02714286,32.5,4.2,18.05666667,32.5,32.58095238,-0.08095237999999938,0.9975153464191031,4.1000000000000005,0.09999999999999964,16.713492066666664,1.3431746033333347
consoles1,consoles_games,2018-04-01,7,245.4,12.98571429,35.05714286,49,100,4,150,4.2,13,21,9,1,4,2018,29.16666667,2304,35.05714286,4.2,12.98571429,34.2,3.9,15.015,35.05714286,4.2,12.98571429,32.5,34.77142857333333,0.28571428666666776,1.0082169268962906,4.1000000000000005,0.09999999999999964,13.662142860000001,-0.6764285700000006
consoles1,consoles_games,2018-05-01,3,108.6,15.87,36.2,49,100,4,150,4.2,3,23,8,3,5,2018,12.5,2304,36.2,4.2,15.87,36.2,4.2,15.87,36.2,4.2,15.87,35.05714286,36.2,0.0,1.0,4.2,0.0,15.87,0.0
consoles1,consoles_games,2018-06-01,2,72.4,18.35,36.2,49,100,4,150,4.2,2,21,9,0,6,2018,8.333333333,2304,36.2,4.2,18.35,36.2,4.2,18.35,36.2,4.2,18.35,36.2,36.2,0.0,1.0,4.2,0.0,18.35,0.0
consoles1,consoles_games,2018-07-01,1,36.2,22.18,36.2,49,100,4,150,4.2,1,22,9,1,7,2018,7.59180791,2304,36.2,4.2,22.18,36.2,4.2,22.18,36.2,4.2,22.18,36.2,36.2,0.0,1.0,4.2,0.0,22.179999999999996,3.552713678800501e-15
garden7,garden_tools,2017-04-01,1,59.9,17.16,59.9,57,339,2,1800,4.2,17,20,10,2,4,2017,7.879612825,32560,59.9,4.2,17.16,59.9,4.2,17.16,59.9,4.2,17.16,59.85,59.9,0.0,1.0,4.2,0.0,17.16,0.0
garden7,garden_tools,2017-05-01,1,59.9,13.44,59.9,57,339,2,1800,4.2,34,23,8,1,5,2017,8.756805808,32560,59.9,4.1,19.7325,59.9,4.2,26.24666667,59.9,4.2,13.44,59.9,59.9,0.0,1.0,4.166666666666667,0.033333333333333215,19.806388889999997,-6.366388889999998
garden7,garden_tools,2017-07-01,4,239.6,17.67,59.9,57,339,2,1800,4.2,74,21,10,1,7,2017,8.711433757,32560,59.9,4.1,16.62642857,59.9,4.2,16.11157895,59.9,4.1,15.39230769,59.85,59.9,0.0,1.0,4.133333333333334,0.06666666666666643,16.043438403333333,1.6265615966666687
garden7,garden_tools,2017-08-01,6,359.4,16.26,59.9,57,339,2,1800,4.2,113,23,8,1,8,2017,11.31276467,32560,59.9,4.1,18.16230769,59.9,4.2,17.68111111,59.9,4.1,18.05043478,59.9,59.9,0.0,1.0,4.133333333333334,0.06666666666666643,17.96461786,-1.704617859999999
garden7,garden_tools,2017-09-01,5,299.5,16.782,59.9,57,339,2,1800,4.2,115,21,9,1,9,2017,8.620689655,32560,59.9,4.1,17.18702703,59.9,4.2,16.81176471,59.9,4.1,16.29461538,59.9,59.9,0.0,1.0,4.133333333333334,0.06666666666666643,16.764469039999998,0.017530960000001983
garden7,garden_tools,2017-10-01,11,658.9,14.80727273,59.9,57,339,2,1800,4.2,146,22,9,2,10,2017,18.96551724,32560,59.9,4.1,18.06589744,59.9,4.2,17.59548387,59.9,4.1,16.81416667,59.9,59.9,0.0,1.0,4.133333333333334,0.06666666666666643,17.491849326666664,-2.6845765966666644
garden7,garden_tools,2017-11-01,20,1043.6,16.016,51.32222222,57,339,2,1800,4.2,339,22,8,4,11,2017,34.48275862,32560,52.40694444,4.1,17.06747253,53.64828125,4.2,16.07586207,53.78571429,4.1,18.27550725,59.9,53.28031332666666,-1.9580911066666573,0.963249256912935,4.133333333333334,0.06666666666666643,17.13961395,-1.1236139500000029
garden7,garden_tools,2017-12-01,10,571.8,18.103,56.97777778,57,339,2,1800,4.2,184,21,10,1,12,2017,17.24137931,32560,55.1,4.1,15.75960784,55.425,4.2,19.184375,55.75,4.1,17.26727273,51.32222222,55.425000000000004,1.5527777799999924,1.0280158372575552,4.133333333333334,0.06666666666666643,17.403751856666663,0.6992481433333388
garden7,garden_tools,2018-01-01,11,548.9,21.98272727,49.9,57,339,2,1800,4.2,137,23,8,2,1,2018,19.29824561,32560,49.9,4.1,19.495,49.9,4.2,15.84103448,49.9,4.1,16.50512821,56.97777778,49.9,0.0,1.0,4.133333333333334,0.06666666666666643,17.280387563333335,4.702339706666667
garden7,garden_tools,2018-02-01,8,411.2,14.08375,51.4,57,339,2,1800,4.2,160,20,8,2,2,2018,14.03508772,32560,50.54516129,4.1,16.61153846,50.9,4.2,17.51944444,50.35714286,4.1,18.281875,49.9,50.60076805,0.7992319499999994,1.015794858078246,4.133333333333334,0.06666666666666643,17.470952633333333,-3.3872026333333327
garden7,garden_tools,2018-03-01,3,161.7,21.35,53.9,57,339,2,1800,4.2,116,22,9,1,3,2018,5.263157895,32560,53.9,4.1,20.35967742,53.9,4.2,21.85285714,53.9,4.1,19.02423077,51.4,53.9,0.0,1.0,4.133333333333334,0.06666666666666643,20.41225511,0.9377448900000012
garden7,garden_tools,2018-04-01,8,431.2,19.56375,53.9,57,339,2,1800,4.2,111,21,9,1,4,2018,7.879612825,32560,53.9,4.1,5.28173913,53.9,4.2,19.46846154,53.9,4.1,19.07142857,53.9,53.9,0.0,1.0,4.133333333333334,0.06666666666666643,14.607209746666664,4.956540253333335
garden7,garden_tools,2018-05-01,9,477.1,16.46,52.9,57,339,2,1800,4.2,102,23,8,3,5,2018,8.756805808,32560,53.41515152,4.1,10.75303571,53.70952381,4.2,13.51034483,53.05789474,4.1,12.98,53.9,53.39419002333333,-0.4941900233333314,0.9907444981726032,4.133333333333334,0.06666666666666643,12.41446018,4.04553982
garden7,garden_tools,2018-06-01,5,249.5,23.122,49.9,57,339,2,1800,4.2,58,21,9,0,6,2018,8.771929825,32560,49.9,4.1,19.89083333,49.9,4.2,23.25166667,49.9,4.1,22.87866667,52.9,49.9,0.0,1.0,4.133333333333334,0.06666666666666643,22.007055556666668,1.1149444433333322
garden7,garden_tools,2018-07-01,6,299.4,20.99,49.9,57,339,2,1800,4.2,54,22,9,1,7,2018,8.711433757,32560,49.91,4.1,28.37333333,49.9,4.2,33.28142857,49.9,4.1,20.99,49.9,49.903333333333336,-0.003333333333337407,0.9999332041947765,4.133333333333334,0.06666666666666643,27.548253966666667,-6.558253966666669
garden7,garden_tools,2018-08-01,7,349.3,24.48142857,49.9,57,339,2,1800,4.2,46,23,8,1,8,2018,11.31276467,32560,49.91,4.1,20.32833333,49.9,4.2,36.442,49.9,4.1,32.32,49.9,49.903333333333336,-0.003333333333337407,0.9999332041947765,4.133333333333334,0.06666666666666643,29.696777776666664,-5.215349206666666
health9,health_beauty,2017-02-01,11,219.89,11.75090909,19.99,48,575,1,100,4.3,19,20,8,2,2,2017,14.94444444,4500,19.99,4.3,11.75090909,19.99,4.3,11.75090909,64.99,3.9,15.348,19.94,34.99,-15.000000000000004,0.571306087453558,4.166666666666667,0.13333333333333286,12.949939393333333,-1.1990303033333323
health9,health_beauty,2017-03-01,9,179.91,13.81888889,19.99,48,575,1,100,4.3,25,23,8,1,3,2017,9.142857143,4500,19.99,4.3,13.81888889,89.99,4.1,13.02,64.99,3.9,17.26222222,19.99,58.32333333333332,-38.33333333333333,0.3427444704806539,4.1,0.20000000000000018,14.700370370000002,-0.8814814800000015
health9,health_beauty,2017-04-01,13,259.87,18.03846154,19.99,48,575,1,100,4.3,23,20,10,2,4,2017,5.777777778,4500,19.99,4.3,18.03846154,19.99,4.3,18.03846154,64.99,3.9,15.16888889,19.99,34.99,-15.000000000000004,0.571306087453558,4.166666666666667,0.13333333333333286,17.08193732333333,0.9565242166666685
health9,health_beauty,2017-05-01,16,319.84,14.8475,19.99,48,575,1,100,4.3,41,23,8,1,5,2017,9.805555556,4500,19.99,4.3,14.8475,89.99,4.1,16.09833333,64.99,3.9,14.811875,19.99,58.32333333333332,-38.33333333333333,0.3427444704806539,4.1,0.20000000000000018,15.252569443333334,-0.4050694433333337
health9,health_beauty,2017-06-01,21,419.79,12.68333333,19.99,48,575,1,100,4.3,53,22,8,1,6,2017,7.345238095,4500,19.99,4.3,12.68333333,89.99,4.1,14.16333333,58.79952381,3.9,13.90333333,19.99,56.25984127,-36.26984127,0.3553156132109364,4.1,0.20000000000000018,13.58333333,-0.9000000000000004
health9,health_beauty,2017-07-01,29,579.71,11.13517241,19.99,48,575,1,100,4.3,61,21,10,1,7,2017,9.123015873,4500,19.99,4.3,11.13517241,89.99,4.1,12.11882353,59.25666667,3.9,17.998,19.99,56.41222222333332,-36.42222222333332,0.3543558330473232,4.1,0.20000000000000018,13.750665313333334,-2.615492903333335
health9,health_beauty,2017-08-01,28,651.72,14.27678571,23.39740741,48,575,1,100,4.3,82,23,8,1,8,2017,8.007936508,4500,23.39740741,4.3,14.27678571,89.99,4.1,13.41055556,58.99,3.9,16.24090909,19.99,57.45913580333333,-34.06172839333333,0.40720082338312275,4.1,0.20000000000000018,14.64275012,-0.36596441000000013
health9,health_beauty,2017-09-01,24,575.76,16.12,23.99,48,575,1,100,4.3,89,21,9,1,9,2017,10.66666667,4500,23.99,4.3,16.12,89.99,4.1,13.96428571,58.99,3.9,15.6392,23.39740741,57.656666666666666,-33.66666666666667,0.4160837139388333,4.1,0.20000000000000018,15.241161903333335,0.8788380966666658
health9,health_beauty,2017-10-01,27,647.73,13.13666667,23.99,48,575,1,100,4.3,81,22,9,2,10,2017,12.0,4500,23.99,4.3,13.13666667,89.99,4.1,16.56291667,58.99,3.9,19.06526316,23.99,57.656666666666666,-33.66666666666667,0.4160837139388333,4.1,0.20000000000000018,16.254948833333334,-3.1182821633333333
health9,health_beauty,2017-11-01,28,671.72,12.37535714,23.99,48,575,1,100,4.3,139,22,8,4,11,2017,12.44444444,4500,23.99,4.3,12.37535714,89.99,4.1,16.99038462,58.99,3.9,15.71166667,23.99,57.656666666666666,-33.66666666666667,0.4160837139388333,4.1,0.20000000000000018,15.02580281,-2.65044567
health9,health_beauty,2017-12-01,19,455.81,12.45684211,23.99,48,575,1,100,4.3,112,21,10,1,12,2017,8.444444444,4500,23.99,4.3,12.45684211,89.99,4.1,15.89473684,58.99,3.9,16.33222222,23.99,57.656666666666666,-33.66666666666667,0.4160837139388333,4.1,0.20000000000000018,14.894600389999999,-2.437758279999999
health9,health_beauty,2018-01-01,19,455.81,11.28736842,23.99,48,575,1,100,4.3,98,23,8,2,1,2018,33.92857143,4500,23.99,4.3,11.28736842,89.99,4.1,14.811,58.99,3.9,22.67833333,23.99,57.656666666666666,-33.66666666666667,0.4160837139388333,4.1,0.20000000000000018,16.258900583333332,-4.9715321633333325
health9,health_beauty,2018-02-01,14,335.86,12.55,23.99,48,575,1,100,4.3,126,20,8,2,2,2018,14.94444444,4500,23.99,4.3,12.55,89.99,4.1,16.30764706,58.99,3.9,19.575,23.99,57.656666666666666,-33.66666666666667,0.4160837139388333,4.1,0.20000000000000018,16.144215686666666,-3.594215686666665
health9,health_beauty,2018-03-01,8,191.92,14.19875,23.99,48,575,1,100,4.3,169,22,9,1,3,2018,9.142857143,4500,23.99,4.3,14.19875,83.74,4.1,11.876875,58.99,3.9,15.228,23.99,55.57333333333333,-31.583333333333332,0.43168186180422263,4.1,0.20000000000000018,13.767875000000002,0.43087499999999856
health9,health_beauty,2018-05-01,7,167.93,7.988571429,23.99,48,575,1,100,4.3,159,23,8,3,5,2018,9.805555556,4500,23.99,4.3,7.988571429,79.99,4.1,21.943125,58.99,3.9,9.4225,23.94,54.32333333333333,-30.333333333333332,0.4416150211695404,4.1,0.20000000000000018,13.118065476333333,-5.129494047333333
health9,health_beauty,2018-06-01,3,71.97,16.27,23.99,48,575,1,100,4.3,131,21,9,0,6,2018,7.345238095,4500,23.99,4.3,16.27,79.99,4.1,13.36230769,58.99,3.9,16.43,23.99,54.32333333333333,-30.333333333333332,0.4416150211695404,4.1,0.20000000000000018,15.354102563333333,0.9158974366666666
health9,health_beauty,2018-07-01,3,71.97,18.81,23.99,48,575,1,100,4.3,113,22,9,1,7,2018,9.123015873,4500,23.99,4.3,18.81,79.99,4.1,16.745,58.99,3.9,7.67,23.99,54.32333333333333,-30.333333333333332,0.4416150211695404,4.1,0.20000000000000018,14.408333333333333,4.4016666666666655
health9,health_beauty,2018-08-01,2,47.98,16.77,23.99,48,575,1,100,4.3,127,23,8,1,8,2018,8.007936508,4500,23.99,4.3,16.77,82.82142857,4.1,12.41857143,58.99,3.9,12.08333333,23.99,55.26714285666666,-31.27714285666666,0.43407346137319236,4.1,0.20000000000000018,13.757301586666665,3.012698413333334
cool4,cool_stuff,2017-07-01,1,134.99,15.7,134.99,40,1456,1,2425,3.8,42,21,10,1,7,2017,1.428571429,16530,99.99,4.2,16.52909091,129.99,4.3,18.715625,134.99,3.8,15.7,134.94,121.65666666666668,13.333333333333329,1.109598049154725,4.1000000000000005,-0.3000000000000007,16.98157197,-1.2815719700000017
cool4,cool_stuff,2017-08-01,1,134.99,15.7,134.99,40,1456,1,2425,3.8,39,23,8,1,8,2017,1.428571429,16530,99.99,4.2,18.975,116.9275,4.3,19.02125,134.99,3.8,15.7,134.99,117.30250000000001,17.6875,1.1507853626308049,4.1000000000000005,-0.3000000000000007,17.898750000000003,-2.198750000000004
cool4,cool_stuff,2017-10-01,12,1763.88,18.755,146.99,40,1456,1,2425,3.8,33,22,9,2,10,2017,17.14285714,16530,99.99,4.2,16.95,119.99,4.3,19.997,146.99,3.8,18.755,146.94,122.32333333333334,24.66666666666667,1.2016513611466877,4.1000000000000005,-0.3000000000000007,18.567333333333334,0.1876666666666651
cool4,cool_stuff,2017-11-01,27,4248.73,20.83703704,157.3603704,40,1456,1,2425,3.8,42,22,8,4,11,2017,38.57142857,16530,99.99,4.2,16.1875,129.99,4.3,22.67444444,157.3603704,3.8,20.83703704,146.99,129.1134568,28.2469136,1.2187759068658133,4.1000000000000005,-0.3000000000000007,19.899660493333332,0.9373765466666661
cool4,cool_stuff,2017-12-01,29,4842.71,24.47137931,166.99,40,1456,1,2425,3.8,38,21,10,1,12,2017,41.42857143,16530,99.99,4.2,15.26666667,129.99,4.3,25.59,166.99,3.8,24.47137931,157.3603704,132.32333333333335,34.66666666666666,1.2619845328362345,4.1000000000000005,-0.3000000000000007,21.776015326666666,2.6953639833333334
cool4,cool_stuff,2018-01-01,13,2170.87,25.28615385,166.99,40,1456,1,2425,3.8,102,23,8,2,1,2018,34.21052632,16530,99.99,4.2,16.54,129.99,4.3,17.41,29.5,4.4,16.53263158,166.99,86.49333333333334,80.49666666666667,1.930669030368429,4.3,-0.5,16.827543860000002,8.45860999
